ncm;anexo;tipo;dispositivo;trecho
85414016;I;isencao;"RICMS/SE — Anexo I, pág. 87 do PDF de anexos";"ICMS 61/00) 8541.40.16 X - células fotovoltaicas montadas em módulos ou painéis (Conv."
85414300;I;isencao;"RICMS/SE — Anexo I, pág. 87 do PDF de anexos";"ICMS 93/01 e 24/22) 8541.43.00 (Conv."
85414032;I;isencao;"RICMS/SE — Anexo I, pág. 87 do PDF de anexos";"ICMS 93/01) 8541.40.32 XI – Torre para suporte de gerador de energia eólica (Conv."
73082000;I;isencao;"RICMS/SE — Anexo I, pág. 88 do PDF de anexos";"ICMS 07/00, 93/01, 21/02, 10/04, 46/07, 76/07, 106/07, 124/07, 148/07, 53/08, 71/08, 138/08, 69/09, 119/09, 01/10, 124/10, 75/11, 10/14 e 156/2017); e) de 09.05.07 a 31.12.2028, em relação ao produto classificado no código NCM/SH nº 7308.20.00 e de 23.04.2010 a 31.12.2013 em relação ao produto class"
94069090;I;isencao;"RICMS/SE — Anexo I, pág. 87 do PDF de anexos";"ICMS 19/10) 7308.20.00 e 9406.90.90 (Conv."
94060099;I;isencao;"RICMS/SE — Anexo I, pág. 88 do PDF de anexos";"ICMS 07/00, 93/01, 21/02, 10/04, 46/07, 76/07, 106/07, 124/07, 148/07, 53/08, 71/08, 138/08, 69/09, 119/09, 01/10, 124/10, 75/11, 10/14 e 156/2017); e) de 09.05.07 a 31.12.2028, em relação ao produto classificado no código NCM/SH nº 7308.20.00 e de 23.04.2010 a 31.12.2013 em relação ao produto class"
85030090;I;isencao;"RICMS/SE — Anexo I, pág. 87 do PDF de anexos";"8501.31.20, 8501.32.20, 8501.33.20 e 8501.34.20 - 8503.00.90; b) em torres para suporte de energia eólica, classificadas no código 7308.20.00 - 7308.90.90."
85013120;I;isencao;"RICMS/SE — Anexo I, pág. 87 do PDF de anexos";"8501.31.20, 8501.32.20, 8501.33.20 e 8501.34.20 - 8503.00.90; b) em torres para suporte de energia eólica, classificadas no código 7308.20.00 - 7308.90.90."
85013220;I;isencao;"RICMS/SE — Anexo I, pág. 87 do PDF de anexos";"8501.31.20, 8501.32.20, 8501.33.20 e 8501.34.20 - 8503.00.90; b) em torres para suporte de energia eólica, classificadas no código 7308.20.00 - 7308.90.90."
85013320;I;isencao;"RICMS/SE — Anexo I, pág. 87 do PDF de anexos";"8501.31.20, 8501.32.20, 8501.33.20 e 8501.34.20 - 8503.00.90; b) em torres para suporte de energia eólica, classificadas no código 7308.20.00 - 7308.90.90."
73089090;I;isencao;"RICMS/SE — Anexo I, pág. 87 do PDF de anexos";"8501.31.20, 8501.32.20, 8501.33.20 e 8501.34.20 - 8503.00.90; b) em torres para suporte de energia eólica, classificadas no código 7308.20.00 - 7308.90.90."
73089010;I;isencao;"RICMS/SE — Anexo I, pág. 88 do PDF de anexos";"ICMS nº 11/2011) 7308.90.10 Acrescentado o Item XIV pelo Decreto n.º 27.823/2011 , efeitos a partir de 1°/06/2011."
85444900;I;isencao;"RICMS/SE — Anexo I, pág. 88 do PDF de anexos";"ICMS nº 11/2011) 8544.49.00 Acrescentado o Item XVI pelo Decreto n.º 27.823/2011 , efeitos a partir de 1°/06/2011."
84798999;I;isencao;"RICMS/SE — Anexo I, pág. 88 do PDF de anexos";"ICMS nº 11/2011) 8479.89.99 Acrescentado o Item XVII pelo Decreto n.º 27.823/2011 , efeitos a partir de 1°/06/2011."
85044050;I;isencao;"RICMS/SE — Anexo I, pág. 88 do PDF de anexos";"ICMS nº 10/14) 8504.40.50 Acrescentado o item XVIII pelo Decreto n.º 29.844/2014 , efeitos a partir de 1º/06/2014."
85441100;I;isencao;"RICMS/SE — Anexo I, pág. 88 do PDF de anexos";"ICMS nº 10/14) 8544.11.00 Acrescentado o item XIX pelo Decreto n.º 29.844/2014 , efeitos a partir de 1º/06/2014."
30061019;I;isencao;"RICMS/SE — Anexo I, pág. 99 do PDF de anexos";"ICMS 01/99, 05/99 e 80/02): ITENS NBM/SH EQUIPAMENTOS E INSUMOS 1 3006.10.19 Fio de nylon 8.0 2 3006.10.19 Fio de nylon 10.0 3 3006.10.19 Fio de nylon 9.0 4 3004.90.99 Conjuntos de troca e concentrados polieletrolíticos para diálise (Conv.90/04). (NR) Nova Redação dada ao Item 4 pelo Decreto n.º 22."
90183929;I;isencao;"RICMS/SE — Anexo I, pág. 100 do PDF de anexos";"30 9018.39.29 Cateter atrial/peritoneal 31 9018.39.29 Cateter ventricular com reservatório 32 9018.39.29 Conjunto de cateter de drenagem externa 33 9018.39.29 Cateter ventricular isolado 34 9018.39.29 Cateter total implantável para infusão quimioterápica 35 9018.39.29 Introdutor para cateter com e s"
90189040;I;isencao;"RICMS/SE — Anexo I, pág. 100 do PDF de anexos";"30 9018.39.29 Cateter atrial/peritoneal 31 9018.39.29 Cateter ventricular com reservatório 32 9018.39.29 Conjunto de cateter de drenagem externa 33 9018.39.29 Cateter ventricular isolado 34 9018.39.29 Cateter total implantável para infusão quimioterápica 35 9018.39.29 Introdutor para cateter com e s"
90189095;I;isencao;"RICMS/SE — Anexo I, pág. 100 do PDF de anexos";"30 9018.39.29 Cateter atrial/peritoneal 31 9018.39.29 Cateter ventricular com reservatório 32 9018.39.29 Conjunto de cateter de drenagem externa 33 9018.39.29 Cateter ventricular isolado 34 9018.39.29 Cateter total implantável para infusão quimioterápica 35 9018.39.29 Introdutor para cateter com e s"
90213980;I;isencao;"RICMS/SE — Anexo I, pág. 101 do PDF de anexos";"66 9021.31.10 Componente total femural cimentado 67 9021.31.10 Componente femural parcial sem cabeça 68 9021.31.10 Componente femural total cimentado sem cabeça 69 9021.31.10 Endoprótesefemural distal com articulação 70 9021.31.10 Endoprótesefemural proximal 71 9021.31.10 Endoprótesefemural diafisár"
90213911;I;isencao;"RICMS/SE — Anexo I, pág. 103 do PDF de anexos";"151 9021.10.20 Fixador dinâmico para radio ulna ou úmero 152 9021.10.20 Fixador dinâmico para pelve 153 9021.10.20 Fixador dinâmico para tíbia 154 9021.10.20 Fixador dinâmico para fêmur 155 9021.39.11 Prótese valvular mecânica de bola 156 9021.39.11 Anel para aneloplastia valvular 157 9021.39.11 Pró"
90213919;I;isencao;"RICMS/SE — Anexo I, pág. 103 do PDF de anexos";"151 9021.10.20 Fixador dinâmico para radio ulna ou úmero 152 9021.10.20 Fixador dinâmico para pelve 153 9021.10.20 Fixador dinâmico para tíbia 154 9021.10.20 Fixador dinâmico para fêmur 155 9021.39.11 Prótese valvular mecânica de bola 156 9021.39.11 Anel para aneloplastia valvular 157 9021.39.11 Pró"
90213930;I;isencao;"RICMS/SE — Anexo I, pág. 103 do PDF de anexos";"151 9021.10.20 Fixador dinâmico para radio ulna ou úmero 152 9021.10.20 Fixador dinâmico para pelve 153 9021.10.20 Fixador dinâmico para tíbia 154 9021.10.20 Fixador dinâmico para fêmur 155 9021.39.11 Prótese valvular mecânica de bola 156 9021.39.11 Anel para aneloplastia valvular 157 9021.39.11 Pró"
39269040;I;isencao;"RICMS/SE — Anexo I, pág. 103 do PDF de anexos";"ICMS 142/2025 ) 3926.90.40 Coletor para unidade de drenagem externa Nova Redação dada ao Item 175 pelo Decreto 1.362/2026, efeitos a partir de 24.10.2025."
90219080;I;isencao;"RICMS/SE — Anexo I, pág. 103 do PDF de anexos";"ICMS 142/2025 ) 9021.90.19 e 9021.90.80 Conjunto para hidrocefalia 'standard'"
90219089;I;isencao;"RICMS/SE — Anexo I, pág. 104 do PDF de anexos";"ICMS 142/2025 ) 9021.90.19 e 9021.90.89 Válvula hidrocefalia Nova Redação dada ao Item 179 pelo Decreto 1.362/2026, efeitos a partir de 24.10.2025."
90212900;I;isencao;"RICMS/SE — Anexo I, pág. 104 do PDF de anexos";"ICMS 36/2006) Acrescentado o item 192 pelo Decreto n.º 24.018/06 , efeitos a partir de 31/07/2006. 193 9018.90.95 Grampos para kit grampeador linear cortante (Conv ICMS 181/2010) Acrescentado o item 193 pelo Decreto n.º 27.630/2011 , efeitos a partir de 1°/03/2011. 194 9021.29.00 9021.10.10 9021.10."
90189099;I;isencao;"RICMS/SE — Anexo I, pág. 104 do PDF de anexos";"ICMS 36/2006) Acrescentado o item 192 pelo Decreto n.º 24.018/06 , efeitos a partir de 31/07/2006. 193 9018.90.95 Grampos para kit grampeador linear cortante (Conv ICMS 181/2010) Acrescentado o item 193 pelo Decreto n.º 27.630/2011 , efeitos a partir de 1°/03/2011. 194 9021.29.00 9021.10.10 9021.10."
90219011;I;isencao;"RICMS/SE — Anexo I, pág. 104 do PDF de anexos";"ICMS 136/2013) Acrescentado o item 195 pelo Decreto n.º 29.672/2013 , efeitos a partir de 1º/01/2014. 196 9021.90.11 Espirais de platina, para dilatar artérias “coils” (Conv."
90219012;I;isencao;"RICMS/SE — Anexo I, pág. 104 do PDF de anexos";"ICMS 149/2013) Acrescentado o item 196 pelo Decreto n.º 29.672/2013 , efeitos a partir de 1º/01/2014. 197 9021.90.12 Espiral para embolização Nova Redação dada ao Item 197 pelo Decreto 59/2022, efeitos a partir de 1º.06.2021."
90219081;I;isencao;"RICMS/SE — Anexo I, pág. 105 do PDF de anexos";"197 9021.90.81 Espiral para embolização neurovascular (Convênios ICMS 140/2013 e 48/2021) Nova Redação dada ao Item 197 pelo Decreto 41.021/2021, efeitos a partir de 1º.06.2021."
30022024;I;isencao;"RICMS/SE — Anexo I, pág. 109 do PDF de anexos";"ICMS 95/98, 78/00, 147/05 e 129/08): Subitem DESCRIÇÃO DO PRODUTO CLASSIFICAÇÃO NCM/SH I – VACINAS 1 Vacina Tríplice Viral (sarampo, caxumba e rubéola) 3002.20.26 2 Vacina Tríplice DPT (tétano, difteria e coqueluche) 3002.20.27 3 Vacina contra Sarampo 3002.20.24 4 Vacina c/ Haemóphilus Influenza 'B'"
30023010;I;isencao;"RICMS/SE — Anexo I, pág. 109 do PDF de anexos";"ICMS 95/98, 78/00, 147/05 e 129/08): Subitem DESCRIÇÃO DO PRODUTO CLASSIFICAÇÃO NCM/SH I – VACINAS 1 Vacina Tríplice Viral (sarampo, caxumba e rubéola) 3002.20.26 2 Vacina Tríplice DPT (tétano, difteria e coqueluche) 3002.20.27 3 Vacina contra Sarampo 3002.20.24 4 Vacina c/ Haemóphilus Influenza 'B'"
30022025;I;isencao;"RICMS/SE — Anexo I, pág. 109 do PDF de anexos";"ICMS 95/98, 78/00, 147/05 e 129/08): Subitem DESCRIÇÃO DO PRODUTO CLASSIFICAÇÃO NCM/SH I – VACINAS 1 Vacina Tríplice Viral (sarampo, caxumba e rubéola) 3002.20.26 2 Vacina Tríplice DPT (tétano, difteria e coqueluche) 3002.20.27 3 Vacina contra Sarampo 3002.20.24 4 Vacina c/ Haemóphilus Influenza 'B'"
30042099;I;isencao;"RICMS/SE — Anexo I, pág. 110 do PDF de anexos";"modificados exceto medicamento III – SOROS 1 Anti Rábico 3002.10.19 2 Toxóide Tetânico 3002.10.19 3 Anti - tetânico 3002.10.12 4 Outros anti - soros 3002.10.19 5 Soro Anti – Botulínico 3002.1019 6 Outros anti - soros específicos de animais/pessoas imunizadas 3002.1019 IV – MEDICAMENTOS 1 Antimonial "
30049063;I;isencao;"RICMS/SE — Anexo I, pág. 110 do PDF de anexos";"modificados exceto medicamento III – SOROS 1 Anti Rábico 3002.10.19 2 Toxóide Tetânico 3002.10.19 3 Anti - tetânico 3002.10.12 4 Outros anti - soros 3002.10.19 5 Soro Anti – Botulínico 3002.1019 6 Outros anti - soros específicos de animais/pessoas imunizadas 3002.1019 IV – MEDICAMENTOS 1 Antimonial "
30039056;I;isencao;"RICMS/SE — Anexo I, pág. 110 do PDF de anexos";"modificados exceto medicamento III – SOROS 1 Anti Rábico 3002.10.19 2 Toxóide Tetânico 3002.10.19 3 Anti - tetânico 3002.10.12 4 Outros anti - soros 3002.10.19 5 Soro Anti – Botulínico 3002.1019 6 Outros anti - soros específicos de animais/pessoas imunizadas 3002.1019 IV – MEDICAMENTOS 1 Antimonial "
30032099;I;isencao;"RICMS/SE — Anexo I, pág. 110 do PDF de anexos";"modificados exceto medicamento III – SOROS 1 Anti Rábico 3002.10.19 2 Toxóide Tetânico 3002.10.19 3 Anti - tetânico 3002.10.12 4 Outros anti - soros 3002.10.19 5 Soro Anti – Botulínico 3002.1019 6 Outros anti - soros específicos de animais/pessoas imunizadas 3002.1019 IV – MEDICAMENTOS 1 Antimonial "
29392100;I;isencao;"RICMS/SE — Anexo I, pág. 110 do PDF de anexos";"modificados exceto medicamento III – SOROS 1 Anti Rábico 3002.10.19 2 Toxóide Tetânico 3002.10.19 3 Anti - tetânico 3002.10.12 4 Outros anti - soros 3002.10.19 5 Soro Anti – Botulínico 3002.1019 6 Outros anti - soros específicos de animais/pessoas imunizadas 3002.1019 IV – MEDICAMENTOS 1 Antimonial "
30032032;I;isencao;"RICMS/SE — Anexo I, pág. 110 do PDF de anexos";"modificados exceto medicamento III – SOROS 1 Anti Rábico 3002.10.19 2 Toxóide Tetânico 3002.10.19 3 Anti - tetânico 3002.10.12 4 Outros anti - soros 3002.10.19 5 Soro Anti – Botulínico 3002.1019 6 Outros anti - soros específicos de animais/pessoas imunizadas 3002.1019 IV – MEDICAMENTOS 1 Antimonial "
30039082;I;isencao;"RICMS/SE — Anexo I, pág. 110 do PDF de anexos";"modificados exceto medicamento III – SOROS 1 Anti Rábico 3002.10.19 2 Toxóide Tetânico 3002.10.19 3 Anti - tetânico 3002.10.12 4 Outros anti - soros 3002.10.19 5 Soro Anti – Botulínico 3002.1019 6 Outros anti - soros específicos de animais/pessoas imunizadas 3002.1019 IV – MEDICAMENTOS 1 Antimonial "
29413099;I;isencao;"RICMS/SE — Anexo I, pág. 110 do PDF de anexos";"modificados exceto medicamento III – SOROS 1 Anti Rábico 3002.10.19 2 Toxóide Tetânico 3002.10.19 3 Anti - tetânico 3002.10.12 4 Outros anti - soros 3002.10.19 5 Soro Anti – Botulínico 3002.1019 6 Outros anti - soros específicos de animais/pessoas imunizadas 3002.1019 IV – MEDICAMENTOS 1 Antimonial "
30049047;I;isencao;"RICMS/SE — Anexo I, pág. 111 do PDF de anexos";"ICMS 18/2010) 3004.90.47 Acrescentado o subitem 39 pelo Decreto n.º 27.133/10 , efeitos a partir de 23.04.2010. 40 Tetrahydrobiopterin (BH4) (Conv."
30049095;I;isencao;"RICMS/SE — Anexo I, pág. 148 do PDF de anexos";"Alendronato de sódio 10 mg - por comprimido 5 Alfacalcidol 2936.29.29 Alfacalcidol 0,25 mcg - cápsula 3003.90.19/ 3004.50.90 Alfacalcidol 1,0 mcg – cápsula 6 Alfadornase 3507.90.49 Alfadornase 2,5 mg - porampola 3003.90.29/ 3004.90.19 7 Alfaepoetina 3504.00.90 Alfaepoetina - 1.000 U - por injetável "
38081029;I;isencao;"RICMS/SE — Anexo I, pág. 111 do PDF de anexos";"Israelensis (BTI) 3808.10.21 9 Carbamato 3808.90.29 10 Malathion 3808.90.29 11 Moluscocida 3808.90.29 12 Piretróides 2926.90.29 13 Rodenticida 3808.90.29 14 S - metoprene 3808.90.29 15 Bacillus Sphaericus (biolarvicida) 3808.90.20 16 DDT 4.0% apresentado em forma de papel impregnado 3808.10.29 17 MA"
38089026;I;isencao;"RICMS/SE — Anexo I, pág. 114 do PDF de anexos";"ICMS 147/05) 3004.90.99 INSETICIDAS PiretróideDeltrametrina 3808.10.29 Fenitrothion 3808.10.29 Cythion 3808.10.29 Etofenprox 3808.10.29 Bendiocarb 3808.10.29 Temefós Granulado 1% 3808.10.29 Bromadiolone (raticida) 3808.90.26 Bacillus Thuringiensissubsp."
38081021;I;isencao;"RICMS/SE — Anexo I, pág. 111 do PDF de anexos";"Israelensis (BTI) 3808.10.21 9 Carbamato 3808.90.29 10 Malathion 3808.90.29 11 Moluscocida 3808.90.29 12 Piretróides 2926.90.29 13 Rodenticida 3808.90.29 14 S - metoprene 3808.90.29 15 Bacillus Sphaericus (biolarvicida) 3808.90.20 16 DDT 4.0% apresentado em forma de papel impregnado 3808.10.29 17 MA"
38089029;I;isencao;"RICMS/SE — Anexo I, pág. 111 do PDF de anexos";"Israelensis (BTI) 3808.10.21 9 Carbamato 3808.90.29 10 Malathion 3808.90.29 11 Moluscocida 3808.90.29 12 Piretróides 2926.90.29 13 Rodenticida 3808.90.29 14 S - metoprene 3808.90.29 15 Bacillus Sphaericus (biolarvicida) 3808.90.20 16 DDT 4.0% apresentado em forma de papel impregnado 3808.10.29 17 MA"
29269029;I;isencao;"RICMS/SE — Anexo I, pág. 111 do PDF de anexos";"Israelensis (BTI) 3808.10.21 9 Carbamato 3808.90.29 10 Malathion 3808.90.29 11 Moluscocida 3808.90.29 12 Piretróides 2926.90.29 13 Rodenticida 3808.90.29 14 S - metoprene 3808.90.29 15 Bacillus Sphaericus (biolarvicida) 3808.90.20 16 DDT 4.0% apresentado em forma de papel impregnado 3808.10.29 17 MA"
38089020;I;isencao;"RICMS/SE — Anexo I, pág. 111 do PDF de anexos";"Israelensis (BTI) 3808.10.21 9 Carbamato 3808.90.29 10 Malathion 3808.90.29 11 Moluscocida 3808.90.29 12 Piretróides 2926.90.29 13 Rodenticida 3808.90.29 14 S - metoprene 3808.90.29 15 Bacillus Sphaericus (biolarvicida) 3808.90.20 16 DDT 4.0% apresentado em forma de papel impregnado 3808.10.29 17 MA"
38081022;I;isencao;"RICMS/SE — Anexo I, pág. 111 do PDF de anexos";"Israelensis (BTI) 3808.10.21 9 Carbamato 3808.90.29 10 Malathion 3808.90.29 11 Moluscocida 3808.90.29 12 Piretróides 2926.90.29 13 Rodenticida 3808.90.29 14 S - metoprene 3808.90.29 15 Bacillus Sphaericus (biolarvicida) 3808.90.20 16 DDT 4.0% apresentado em forma de papel impregnado 3808.10.29 17 MA"
38081023;I;isencao;"RICMS/SE — Anexo I, pág. 112 do PDF de anexos";"19 Piriproxifen 3808.10.29 20 Diflerbenzuron 3808.10.29 21 A base de Cipermetrina 3808.10.23 22 A base de Cipermetrina 3808.10.29 23 A base de óleo mineral 3808.10.27 24 Alphacipermetrina 3808.10.29 25 Niclosamida 3808.10.29 26 Organofosforado 3808.10.29 27 Piretróides sintéticos 3808.10.29 28 Pirim"
38081027;I;isencao;"RICMS/SE — Anexo I, pág. 112 do PDF de anexos";"19 Piriproxifen 3808.10.29 20 Diflerbenzuron 3808.10.29 21 A base de Cipermetrina 3808.10.23 22 A base de Cipermetrina 3808.10.29 23 A base de óleo mineral 3808.10.27 24 Alphacipermetrina 3808.10.29 25 Niclosamida 3808.10.29 26 Organofosforado 3808.10.29 27 Piretróides sintéticos 3808.10.29 28 Pirim"
38089999;I;isencao;"RICMS/SE — Anexo I, pág. 112 do PDF de anexos";"19 Piriproxifen 3808.10.29 20 Diflerbenzuron 3808.10.29 21 A base de Cipermetrina 3808.10.23 22 A base de Cipermetrina 3808.10.29 23 A base de óleo mineral 3808.10.27 24 Alphacipermetrina 3808.10.29 25 Niclosamida 3808.10.29 26 Organofosforado 3808.10.29 27 Piretróides sintéticos 3808.10.29 28 Pirim"
30045040;I;isencao;"RICMS/SE — Anexo I, pág. 112 do PDF de anexos";"19 Piriproxifen 3808.10.29 20 Diflerbenzuron 3808.10.29 21 A base de Cipermetrina 3808.10.23 22 A base de Cipermetrina 3808.10.29 23 A base de óleo mineral 3808.10.27 24 Alphacipermetrina 3808.10.29 25 Niclosamida 3808.10.29 26 Organofosforado 3808.10.29 27 Piretróides sintéticos 3808.10.29 28 Pirim"
30063029;I;isencao;"RICMS/SE — Anexo I, pág. 112 do PDF de anexos";"19 Piriproxifen 3808.10.29 20 Diflerbenzuron 3808.10.29 21 A base de Cipermetrina 3808.10.23 22 A base de Cipermetrina 3808.10.29 23 A base de óleo mineral 3808.10.27 24 Alphacipermetrina 3808.10.29 25 Niclosamida 3808.10.29 26 Organofosforado 3808.10.29 27 Piretróides sintéticos 3808.10.29 28 Pirim"
48119090;I;isencao;"RICMS/SE — Anexo I, pág. 112 do PDF de anexos";"19 Piriproxifen 3808.10.29 20 Diflerbenzuron 3808.10.29 21 A base de Cipermetrina 3808.10.23 22 A base de Cipermetrina 3808.10.29 23 A base de óleo mineral 3808.10.27 24 Alphacipermetrina 3808.10.29 25 Niclosamida 3808.10.29 26 Organofosforado 3808.10.29 27 Piretróides sintéticos 3808.10.29 28 Pirim"
39172900;I;isencao;"RICMS/SE — Anexo I, pág. 112 do PDF de anexos";"19 Piriproxifen 3808.10.29 20 Diflerbenzuron 3808.10.29 21 A base de Cipermetrina 3808.10.23 22 A base de Cipermetrina 3808.10.29 23 A base de óleo mineral 3808.10.27 24 Alphacipermetrina 3808.10.29 25 Niclosamida 3808.10.29 26 Organofosforado 3808.10.29 27 Piretróides sintéticos 3808.10.29 28 Pirim"
39193300;I;isencao;"RICMS/SE — Anexo I, pág. 112 do PDF de anexos";"19 Piriproxifen 3808.10.29 20 Diflerbenzuron 3808.10.29 21 A base de Cipermetrina 3808.10.23 22 A base de Cipermetrina 3808.10.29 23 A base de óleo mineral 3808.10.27 24 Alphacipermetrina 3808.10.29 25 Niclosamida 3808.10.29 26 Organofosforado 3808.10.29 27 Piretróides sintéticos 3808.10.29 28 Pirim"
30029010;I;isencao;"RICMS/SE — Anexo I, pág. 112 do PDF de anexos";"19 Piriproxifen 3808.10.29 20 Diflerbenzuron 3808.10.29 21 A base de Cipermetrina 3808.10.23 22 A base de Cipermetrina 3808.10.29 23 A base de óleo mineral 3808.10.27 24 Alphacipermetrina 3808.10.29 25 Niclosamida 3808.10.29 26 Organofosforado 3808.10.29 27 Piretróides sintéticos 3808.10.29 28 Pirim"
39173300;I;isencao;"RICMS/SE — Anexo I, pág. 112 do PDF de anexos";"19 Piriproxifen 3808.10.29 20 Diflerbenzuron 3808.10.29 21 A base de Cipermetrina 3808.10.23 22 A base de Cipermetrina 3808.10.29 23 A base de óleo mineral 3808.10.27 24 Alphacipermetrina 3808.10.29 25 Niclosamida 3808.10.29 26 Organofosforado 3808.10.29 27 Piretróides sintéticos 3808.10.29 28 Pirim"
39269090;I;isencao;"RICMS/SE — Anexo I, pág. 112 do PDF de anexos";"19 Piriproxifen 3808.10.29 20 Diflerbenzuron 3808.10.29 21 A base de Cipermetrina 3808.10.23 22 A base de Cipermetrina 3808.10.29 23 A base de óleo mineral 3808.10.27 24 Alphacipermetrina 3808.10.29 25 Niclosamida 3808.10.29 26 Organofosforado 3808.10.29 27 Piretróides sintéticos 3808.10.29 28 Pirim"
30029030;I;isencao;"RICMS/SE — Anexo I, pág. 112 do PDF de anexos";"19 Piriproxifen 3808.10.29 20 Diflerbenzuron 3808.10.29 21 A base de Cipermetrina 3808.10.23 22 A base de Cipermetrina 3808.10.29 23 A base de óleo mineral 3808.10.27 24 Alphacipermetrina 3808.10.29 25 Niclosamida 3808.10.29 26 Organofosforado 3808.10.29 27 Piretróides sintéticos 3808.10.29 28 Pirim"
35079029;I;isencao;"RICMS/SE — Anexo I, pág. 112 do PDF de anexos";"19 Piriproxifen 3808.10.29 20 Diflerbenzuron 3808.10.29 21 A base de Cipermetrina 3808.10.23 22 A base de Cipermetrina 3808.10.29 23 A base de óleo mineral 3808.10.27 24 Alphacipermetrina 3808.10.29 25 Niclosamida 3808.10.29 26 Organofosforado 3808.10.29 27 Piretróides sintéticos 3808.10.29 28 Pirim"
29349934;I;isencao;"RICMS/SE — Anexo I, pág. 113 do PDF de anexos";"26 Random Primers 2934.99.34 27 RNaseOUTRecombinantRibonucleaseInhibitor 3504.00.11 28 UltraPure Agarose 3913.90.90 29 M - MLV Reverse Transcriptase 3507.90.49 30 SuperScript III One - Step RT - PCR System with Platinum Taq 3822.00.90 31 Armadilhas Luminosas (Conv."
35040011;I;isencao;"RICMS/SE — Anexo I, pág. 113 do PDF de anexos";"26 Random Primers 2934.99.34 27 RNaseOUTRecombinantRibonucleaseInhibitor 3504.00.11 28 UltraPure Agarose 3913.90.90 29 M - MLV Reverse Transcriptase 3507.90.49 30 SuperScript III One - Step RT - PCR System with Platinum Taq 3822.00.90 31 Armadilhas Luminosas (Conv."
39139090;I;isencao;"RICMS/SE — Anexo I, pág. 113 do PDF de anexos";"26 Random Primers 2934.99.34 27 RNaseOUTRecombinantRibonucleaseInhibitor 3504.00.11 28 UltraPure Agarose 3913.90.90 29 M - MLV Reverse Transcriptase 3507.90.49 30 SuperScript III One - Step RT - PCR System with Platinum Taq 3822.00.90 31 Armadilhas Luminosas (Conv."
35079049;I;isencao;"RICMS/SE — Anexo I, pág. 148 do PDF de anexos";"Alendronato de sódio 10 mg - por comprimido 5 Alfacalcidol 2936.29.29 Alfacalcidol 0,25 mcg - cápsula 3003.90.19/ 3004.50.90 Alfacalcidol 1,0 mcg – cápsula 6 Alfadornase 3507.90.49 Alfadornase 2,5 mg - porampola 3003.90.29/ 3004.90.19 7 Alfaepoetina 3504.00.90 Alfaepoetina - 1.000 U - por injetável "
38089199;I;isencao;"RICMS/SE — Anexo I, pág. 113 do PDF de anexos";"ICMS 18/2010) 3808.91.99 Acrescentado o subitem 32 pelo Decreto n.º 27.133/10 , efeitos a partir de 23.04.2010."
30021038;I;isencao;"RICMS/SE — Anexo I, pág. 183 do PDF de anexos";"ICMS 132/2019) 3002.10.38 Bevacizumabe 25 mg/ml solução injetável (frasco ampola de 4ml) 3002.10.38 Acrescentado o item 201 pelo Decreto nº 40.449/2019, efeitos a partir de 1°.09.2019. 202 Bimatoprosta (Conv."
73021010;I;isencao;"RICMS/SE — Anexo I, pág. 130 do PDF de anexos";"ICMS 03/2006): Item Descrição Código NCM 1 Trilhos 7302.10.10 7302.10.90 2 Aparelhos e instrumentos de pesagem 8423.82.00 8423.89.00 3 Talhas, cadernais e moitões;"
73021090;I;isencao;"RICMS/SE — Anexo I, pág. 130 do PDF de anexos";"ICMS 03/2006): Item Descrição Código NCM 1 Trilhos 7302.10.10 7302.10.90 2 Aparelhos e instrumentos de pesagem 8423.82.00 8423.89.00 3 Talhas, cadernais e moitões;"
84238200;I;isencao;"RICMS/SE — Anexo I, pág. 130 do PDF de anexos";"ICMS 03/2006): Item Descrição Código NCM 1 Trilhos 7302.10.10 7302.10.90 2 Aparelhos e instrumentos de pesagem 8423.82.00 8423.89.00 3 Talhas, cadernais e moitões;"
84238900;I;isencao;"RICMS/SE — Anexo I, pág. 130 do PDF de anexos";"ICMS 03/2006): Item Descrição Código NCM 1 Trilhos 7302.10.10 7302.10.90 2 Aparelhos e instrumentos de pesagem 8423.82.00 8423.89.00 3 Talhas, cadernais e moitões;"
84251100;I;isencao;"RICMS/SE — Anexo I, pág. 130 do PDF de anexos";"Guinchos e cabrestantes 8425.11.00 8425.19.90 8425.31.10 8425.31.90 8425.39.10 8425.39.90 4 Cábreas;"
84251990;I;isencao;"RICMS/SE — Anexo I, pág. 130 do PDF de anexos";"Guinchos e cabrestantes 8425.11.00 8425.19.90 8425.31.10 8425.31.90 8425.39.10 8425.39.90 4 Cábreas;"
84253110;I;isencao;"RICMS/SE — Anexo I, pág. 130 do PDF de anexos";"Guinchos e cabrestantes 8425.11.00 8425.19.90 8425.31.10 8425.31.90 8425.39.10 8425.39.90 4 Cábreas;"
84253190;I;isencao;"RICMS/SE — Anexo I, pág. 130 do PDF de anexos";"Guinchos e cabrestantes 8425.11.00 8425.19.90 8425.31.10 8425.31.90 8425.39.10 8425.39.90 4 Cábreas;"
84253910;I;isencao;"RICMS/SE — Anexo I, pág. 130 do PDF de anexos";"Guinchos e cabrestantes 8425.11.00 8425.19.90 8425.31.10 8425.31.90 8425.39.10 8425.39.90 4 Cábreas;"
84253990;I;isencao;"RICMS/SE — Anexo I, pág. 130 do PDF de anexos";"Guinchos e cabrestantes 8425.11.00 8425.19.90 8425.31.10 8425.31.90 8425.39.10 8425.39.90 4 Cábreas;"
